COD SUJETO;SEXO;EDAD;TRATAMIENTO;SESION;RELATO;;;;;;;
S9H;F;JOVEN;Con higiene;T2;Bueno el chico vive en un departamento en la calle Bacacay en flores. Se levanta a las 7: 30, elige qué camisa ponerse, elige la rayada, se asea, desayuna y sale. Se toma el tren, va caminando 5 cuadras hasta la estación de Flores, se toma el tren y va hasta once, se baja y va a su trabajo que queda en la calle Saavedra, se hace un café, saluda a los compañeros. se pone a trabajar, al salir del trabajo vuelve a la casa, se pone a jugar a la play con los dos jueguitos que había comprado el día anterior. Mientras juega a la play piensa que va a hacer de cenar, se aburre y se pone a leer un libro al lado de la ventana para tomar un poco de sol.;;;;;;;
S10H;F;JOVEN;Con higiene;E1;Juana se levanta 7am toma café con leche con dos tostadas, vive en Palermo se dirige a su trabajo revisa sus mail después se reúne en una junta de las toallitas ladysoft, termina la junta almuerza  después va a hacer las compras compra lácteos. Llega a su casa y los guarda, se quita la ropa del trabajo se pone su ropa deportiva se va a hacer ejercicio y siempre realiza el mismo recorrido después vuelve a su casa y se prepara para una cita que tuvo por tinder. en un café y después va a su casa revisa las redes sociales se acuesta a media noche después de trenta minutos logra conciliar el sueño.;;;;;;;
S10H;F;JOVEN;Con higiene;T1;Estaba la cama no estaba tendida se levantaba a las 7am se iba al trabajo era una oficina con una computadora abierta desayunaba un café con dos tostadas, después se iba a una reunión en la reunión había cuatro mujeres y tres hombres después de la reunión va al supermercado a comprar leche después se saca la ropa del trabajo y se va a hacer ejercicio. tenía un equipo deportivo rosado nunca realiza el mismo recorrido luego va a su casa y se cambia para una cita de tinder en un café después de la cita vuelve a su casa revisa las redes sociales después de media hora logra conciliar el sueño.;;;;;;;
S10H;F;JOVEN;Con higiene;E2;Federico se levanta 7:30am después de una noche tranquila larga de sueño se dirige hacia su ropero para vestirse no sabe qué ponerse si elegir la camisa azul a cuadros o la de colores a rayas, se decide por la segunda se dirige al baño a higienizarse se lava la cara lo vi a él durmiendo las camisas tenia un monton no solamente las que nombra se dirige al baño que es todo blanco toallas rosadas se lava la cara,se peina, se cepilla los dientes, se pone gel en el pelo, se prepara el desayuno pone la pava para el mate dos tostadas con queso crema y dulce de leche alrededor de las ocho se dirige a la puerta agarra su mochila se va a su trabajo camina cinco cuadras hasta la estación.Vive en caballito el dia esta soleado pero húmedo cuando llega al andén espera quince minutos y llega el tren se dirige a su trabajo que queda en saavedra en el barrio de once saluda a sus compañeros se prepara un café y empieza atender llamadas después de la hora de trabajo se toma el subte, se va a su casa y decide limpiar el patio después de eso va jugar a la play por que noche anterior se compro dos juegos uno de aventura y otro de carrera le aburrio el juego entonces se dirige a la ventana se prepara un té verde y se pone a leer un libro.;;;;;;;
S10H;F;JOVEN;Con higiene;T2;Federico después de una noche larga de sueño se despierta en el ropero había varias camisas no sabe cual ponerse si la azul a rayas o la de colores a cuadro se decide por la azul, se va al baño habia toallas colgadas se lava los dientes se lava la cara se pone gel en el cabello va a la cocina para el desayuno se prepara mate lo acompaña con dos tostadas con queso crema y dulce de leche. Va hasta la puerta el dia esta soleado pero un poco húmedo camina cinco cuadras hasta la estación, salía con remera negra y jeans el día estaba soleado espera quince minutos llega el tren se dirige a su trabajo que queda en la calle carapachay en el barrio caballito saluda a sus compañeros de trabajo y se pone a leer mensajes después se va a su casa, que queda en la calle saavedra en el barrio de once y quería probar unos videojuegos que se había comprado la noche anterior uno era de aventura y el otro era de acción la aburrieron y decidió leer un libro se lo ve a él apoyado en una mesada frente a una ventana con la luz que le da al libro leyendo con una taza de cafe;;;;;;;
S12NH;M;JOVEN;Sin higiene;E1;al principio había una cama dos tazas de café en una mesita de luz se levantaba temprano a las ocho desayunaba una taza de café con dos tostadas con manteca y dulce y de ahí se iba a trabajar antes de empezar a trabajar tenía que hacer llamadas importantes y después tipo once y media empezar a trabajar y se preparaba una taza de café después se juntaba, con el grupo de trabajo para hablar sobre idea para las toallitas femeninas ladysoft y después se iba a comprar verduras y lácteos tenía que hacer compras de eso y después llega a la casa guarda las cosas lo que compro después se saca la ropa de la oficina y se pone la ropa de hacer gimnasia y se va a hacer gimnasia la rutina misma que todos los dias hace y después se prepara para ir a una cita de tinder en un bar lo espera en una barra. Y después llega a su casa pasada la medianoche se acuesta a leer un libro de psicología revisa sus redes sociales y después de media hora se duerme.;;;;;;;
S12NH;M;JOVEN;Sin higiene;T1;se levantaba temprano para desayunar desayunaba tostadas con manteca después se iba a trabajar y antes de trabajar hacia llamadas importantes y después de eso recién empezaba a trabajar tipo once y media y tomaba una taza de cafe y despues se ponia a hablar de marketing con los compañero, de una marca de toallitas femenina ladysoft después se iba a comprar compraba las cosas compraba las cosas de la semana lácteos y verduras después se cambiaba se iba a correr hacia la rutina todos los días después llegaba a la casa se cambiaba se iba a un bar un café a ver a alguien que conoció por redes sociales. después llegaba a su casa casi a la medianoche y después de revisar media horas las redes sociales leía un libro y se dormía.;;;;;;;
S12NH;M;JOVEN;Sin higiene;E2;después de una buena noche de sueño se levanta a las siete y media de la mañana para ir a trabajar y apenas se levanta tiene dos camisas para elegir una a rayas azules y otra a cuadro de colores y de ahí se va a bañar se pone gel en el pelo se produce y se cambia para salir y se va a tomar mate, pone a calentar la pava para tomar mate con dos tostadas con manteca y dulce de leche después sale a trabajar a las ocho se va a trabajar y va caminando hasta la estación de trenes de caballito y toma el tren hasta el trabajo que es en la calle saavedra en Once  y se pone a hablar con los compañeros de trabajo después se pone a jugar a la play porque quiere probar dos juegos que descargo la noche anterior uno de carrera y otro de aventura después los juegos lo aburren y se pone a tomar un té verde.;;;;;;;
S12NH;M;JOVEN;Sin higiene;T2;después de una buena noche de sueño se levanta a la siete de la mañana y tiene para elegir dos camisas una a cuadros azul y otra a rayas con colores y después se va a bañar se prepara sale toma mate con tostada y a la siete y media sale para el trabajo, toma el tren en la estación y el trabajo está en palermo en la calle saavedra.;;;;;;;
S15NH;F;JOVEN;Sin higiene;E1;Juana se despierta después de una linda noche de descanso se ve la cama medio desarmada desayuna un café con leche con dulce después de eso se va al trabajo antes de empezar a trabajar tiene que hacer unos llamados, trabaja para las toallitas se ve una imagen que está con toda la gente reunida en el trabajo sale del trabajo hace unas compras en el supermercado se ve la parte de lacteos llega a su casa se cambia para salir a hacer deporte, sale a correr cuarenta minutos todos los días hace el mismo recorrido vuelve a la casa se ducha y va a la cita en tinder y espera en la barra a su cita después vuelve pasada la medianoche se acuesta ya para descansar lee un libro y luego de media hora logra conciliar el sueño.;;;;;;;
S15NH;F;JOVEN;Sin higiene;T1;Julia se levantaba para ir a trabajar se duchaba desayunaba salía se iba al trabajo cumplia la jornada iba al supermercado compraba lácteos volvía a su casa se cambiaba para ir a correr, volvía de correr se duchaba y tenía un encuentro con una persona estaba conociendo alguien en tinder volvía de su cita y se acostaba a las doce de la noche.;;;;;;;
S15NH;F;JOVEN;Sin higiene;E2;Federico se levanta siete y media de la mañana se ve en la habitación durmiendo se va al baño se lava la cara se pone gel se peina se ve el baño se prepara el desayuno, en la cocina se ve la cocina se hace dos tostadas con queso crema y dulce de leche a las ocho de la mañana se va a la puerta de la casa se ve la puerta sale y se dirige hacia la estación de caballito que es donde vive va a tomar el tren se ve la estación de caballito trabaja en once llega a la oficina en la oficina se ve una taza de café, un celular, una computadora prende la computadora. Antes de eso saluda a sus compañeros cuando termina su jornada se dirige a su casa se pone a jugar a la play cuatro pero antes se pone a descargar dos juegos uno de aventura, después se aburre de jugar va a la ventana se prepara un té verde y se pone a leer el libro y a tomar el té antes de todo eso mientras está jugando a los jueguitos piensa que puede cocinar para la noche.;;;;;;;
S15NH;F;JOVEN;Sin higiene;T2;Federico se levantaba siete y media de la mañana desayunaba se lo ve a Federico en la cama después se lava la cara se peina se pone gel y sale para el trabajo camina cinco cuadras hasta la estación de caballito se toma el tren llega a su trabajo saluda a sus compañeros empieza a trabajar se ve una oficina la computadora, sale del trabajo se iba a tomar otra vez el tren se iba a la casa jugaba a la play se aburría antes de jugar se descargaba dos juegos uno era de aventura se aburría de jugar a la play y leía un libro se lo veía a él en la ventana con un libro abierto y mientras jugaba a la play pensaba que podía cenar después leía el libro después cenaba y se iba a dormir.;;;;;;;
S17H;F;JOVEN;Con higiene;E1;se levantó la habitación tenía muchas cosas tenía en la mesita de luz dos tazas las sábanas eran de un color tierra estaba desarmada no estaba hecha el piso era de madera la paredes de un color claro, se levantaba temprano tomaba una taza de café tenía que ir al trabajo se tomaba la línea B tenía que ir para recoleta, en la oficina tenia un monton de plantas chiquitas macetas de plantas chiquitas tenia un monton de cosas y era como en tonos grises y muebles negros el escritorio la computadora tenía un sillón negro y después una silla del lado del escritorio donde vendría a estar sentada ella y después del lado del frente, y después muestran otra foto de ella que estaba con una macbook y hay una taza de café y un vaso de agua después va a comprar al supermercado muestras las góndolas llenas paga en efectivo compra lácteos llega. a la casa muestran la cocina en la heladera tenía como una isla era también en tonos blancos grises en un momento muestran una caja de cereal guarda todo se cambia se pone ropa deportiva sale a correr y muestran la imagen de la chica corriendo todo verde eran todos árboles y había como un edificio, después vuelve al departamento y tiene la cita con un chico de tinder en un bar en la calle tacuarí después vuelve pasada la medianoche lee el libro el psicoanalista y en las redes sociales media hora y después se duerme.;;;;;;;
S17H;F;JOVEN;Con higiene;T1;la chica se despertaba la imagen de la habitación eran los colores claros las paredes beige las sábanas de un color tierra había dos tazas en la mesita de luz era bastante espaciosa la habitación la cama no estaba hecha después ella se levantaba tenía que ir a trabajar mostraban una oficina muy decorada llena de plantas chiquititas en la pared había decoraciones en color negro estaba el escritorio había una silla donde vendría a estar ella sentada había una computadora que era una mac, despues habia una silla enfrente la puerta se veía del lado izquierdo un sillón también se veía después ponían otra imagen que era una chica con otra compu un café y un vaso de agua después se iba a comprar mostraban una góndola llena de productos había comprado leche había pagado en efectivo, después vuelve a la casa se veía la heladera a la izquierda tenía como una isla había un cereal se veía el horno las alacenas era en color claro, después ella se cambiaba para hacer ejercicio y se muestra la imagen de una chica corriendo se veía un edificio a la derecha y muchos árboles después ella iba a tener una cita con alguien de tinder con un hombre y van a un bar en la calle tacuarí, era una foto frente al lugar había mesas afuera después se volvió a su casa había leído el libro el psicoanalista y después estuvo treinta minutos en redes sociales y después se fue a dormir.;;;;;;;
S17H;F;JOVEN;Con higiene;E2;el video comienza con un chico joven tenía barba era de piel blanca morocho estaba acostado durmiendo en la cama con las sábanas blancas después se levantaba se ve la imagen de la cocina después fue a desayunar como a las ocho sale de la casa para ir al trabajo muestran la imagen de el, se va a la estación de caballito espera quince minutos llega el tren llega al trabajo y muestran una imagen de un escritorio hay un Ipad, una libreta, una macbook y una taza después termina su jornada laboral vuelve en subte a su casa y limpia el patio ahí muestran la imagen de un chico limpiando unos vidrios se va a jugar a la play muestran la imagen de alguien sosteniendo un joystick tiene unos juegos nuevos de aventura y de terror, después se aburre se va a leer muestran la imagen de un chico al lado de una ventana entra la luz leyendo un libro, mientras estaba jugando a la play estaba pensando que iba a cocinar en la noche.;;;;;;;
S17H;F;JOVEN;Con higiene;T2;el video empezaba con la imagen del chico durmiendo, vivía en caballito, muestran la imagen de la cocina era una cocina chica y tenía muchas cosas un microondas una heladera la mayoría de las cosas eran en colores claros, después se iba de su casa era a la siete iba para el trabajo se tomaba el tren llegaba y esperaba quince minutos en el andén al tren lo tomaba en la estación de caballito, después llegaba al trabajo después cuando volvía del trabajo volvía en subte cuando llegó limpió el patio, había una imagen de él limpiando el patio, después se ponía a jugar había comprado dos juegos uno de aventura y uno de terror juega un rato y mientras iba pensando que iba a cenar y despues juega un rato se aburre y se pone a leer un libro al lado de una ventana donde le entraba la luz, muestran la imagen de un joystick la tele de fondo después que se pone a leer el libro lo muestran a él leyendo al lado de una ventana donde le entra mucha luz.;;;;;;;
S18NH;M;JOVEN;Sin higiene;E1;empieza su día a las siete y media de la mañana que se levanta que vive en la calle charcas del barrio Palermo que desayuna un café después va a su trabajo se toma el subte, de la línea B ministro carranza llega al laburo se pone a contestar unos mail como a las ocho y media tiene una reunión con unas personas de las toallitas femeninas ladysoft, cerca del mediodía se va a almorzar cuando terminaba de laburar se iba al supermercado compraba verduras lácteos y otras cosas que necesitaba después se va a la casa llega a la casa agarra su botella de agua se va a correr media hora siempre hace el mismo recorrido después, se prepara para una cita que tenía en un bar con un chabon que conoció por tinder entra se sienta en la barra espera la cita llega cerca de la medianoche a la casa se recuesta a leer el libro el psicoanalista. se duerme después de media hora;;;;;;;
