Sujeto;Texto
L37NH;El segundo, era un señor un muchacho que se despertaba iba al baño, se peinaba con gel, se lavaba los dientes, y de ahi se iba a tomar el desayuno iba a la cocina y se preparaba dos tostadas con mendicrim y el despertar creo que ra a las 7 y media y cuando llega abajo a la calle habia pasado me parece que habian pasado 30 min o 1 hora. De ahi el se va al trabajo queda por Saavedra, no me acuerdo que hace en el trabajo la cuestion es que vuelve en subte vive en caballito la calle bacacay, bueno va a su casa y hace algo en el balcon pero no me acuerdo que. Lo que me acuerdo es que iba en tren y vuelve en subterraneo.
L37NH;Bueno es la historia de una chica,que vive en un cuarto piso de Palermo. Se levanta, desayuna un cafe con dos tostadas con mermelada de frutilla, se prepara y de ahi se va a su oficina. Baja, se toma el subterraneo para ir a trabajar. Empieza a contestar los mails y se va a una reunion de trabajo porque va a vender un prod nuevo que no entendi lo que era, de ahi se va al super paga en efvo, compra verduras y leche me parece, y despues de ahi se va de nuevo a su casa, se quita la ropa diaria y se pone la de  Sale a correr lleva una botella de agua, corre siempre el mismo recorrido y 40 min, de ahi se va a un cafe, en la calle Triunvirato no se porque tenia una cita arreglada no se que pide, espera la cita, de ahi vuelve a su casa, se acuesta, lee un libro de psicologia, y no me acuerdo,
L37NH;CReo que era una chica que se llamaba Juana que vivia en la calle charcas se levantaba a las 7 de la mañana, iba al trabajo, iba a una reunion del trabajo, cntestaba unos mails, de ahi se iba a una reunion al mediodia, para promocionar un producto, de ahi se iba al supermercado, compraba leche verdura y alguna cosa mas De ahi se iba a su casa que se ponia la ropa de jogging y salia a correr un lugar que hacia habitualmente 40 min, de ahi volvia a su casa se cambiaba, y se iba a un restaurant que tenia una cita y me parece q fracaso la cita, y de ahi se fue a su casa, se fue a la cama y leyo un libro de psicologia
L38NH;Federico se levanta todos los dias a las 7 y media de la mañana en su casa de la calle bacacay de caballito. abre su placard mira las opciones y tiene que elegir entre una camisa a cuadros azul y esa no se que era, se que elige la segunda opcion Va al baño se lava los dientes, va para la cocina se prepara el desayuno tostadas con queso crema y dulce de leche Despues sale de su casa se dirige hacia su trabajo a la calle saavedra de once se dirige a la est caballito espera el tren 15 min, cuando llega a su trabajo saluda a sus compañeros, se hace un cafe empieza a contestar llamadas AL finalizar su trabajo saluda a sus compañeros y vuelve a su casa, quiere comprar unos juegos nuevos que se compró uno era de futbol, el otro no escuche bien. SE aburre de ellos se pone a leer un libro. creo que nada mas
L38NH;Federico se levanta todos los dias a las 7 y media en su casa de Caballito, creo que se veía una habitación, decorada en tonalidades anaranjadas Se dirige a su placard, y elige entre dos camisas, y se higieniza. Despues sale de su casa se dirige hacia su trabajo a la calle saavedra de once se dirige a la est caballito espera el tren, cuando llega a su trabajo saluda a sus compañeros, se hace un cafe empieza a contestar llamadas Al finalizar su jornada, saluda, vuelve a su casa, y quiere jugar con unos juegos de la play que se compró. Uno era de futbol, el otro no recuerdo. Se aburre de ellos se pone a leer, creo que nada mas
L38NH;Despues de haber dormido bien a la noche se prepara el desayuno un cafe con leche con una tostada con mermelada de frutilla, despues se retira para ir al trabajo, toma el subte en la est carranza y se dirige hacia su trabajo en recoleta Cuando llega revisa los mails y unas llamadas, al diseñador y al proveedor, despues tiene uba reunion de trabajo para considerar el lanzamiento de un prod de higiene femenina creo que es Al mediodía pide un delivery para almorzar y despues de trabajar va a al supermercado a hacer unas compras, compra verduras, cuando llega a su casa se saca la ropa de trabajo se pone ropa deportiva sale a correr, hace todos los días el mismo trayecto de 40 min cuando vuelve se prepara para una cita que realizó en tinder y pasada la media noche llega a su casa y se acuesta, revisa sus redes y nada mas...
L38NH;bien, no recuerdo el nombre, pero se levanta a las 7,30 hs, se prepara un cafe con leche con tostada, queso untable y mermelada de frutilla, sale de su casa,hacia el trabajo que creo queda en barrio norte, va hacia la estacion Carranza , toma el subte, cuando lelga al trabajo chequea los mails y los contesta, hace unas llamadas, después se reune con sus compañeros para definir el lanzamiento de un nuevo producto de higiene femenina, las imagenes que recuerdo, son luz del sol entrando por la ventana(estoy inventando jaja), la tostada con el queso y la mermelada, la estación carranza, la imagen de la oficina y la imagen de la reunion
L39NH;Se levanta, suena el despertador 7 y 30 de la mañana en su depto de la calle bacacay, se levanta, va al baño se lava la cara los dientes, se pone gel. Ah no primero va al placard, elige la camisa que quiere ponerse, tiene dos opciones, una a cuadros y otra rayada, y se decide por la rayada DEspues va al baño, se higieniza, se pone gel en el pelo, despues va para la cocina coloca la pava y se hace las dos tostadas con queso y dulce de leche. a las 8 sale rumbo a la est caballito con su bolso, el dia esta soleado pero humedo. Ahi repare en las banderas y q la calle esta desolada. Llega a la estacion, camina hasta el fondo del anden, camina 5 cuadras hasta la est caballito, toma el tren cuando llega a la oficina, saluda a sus compañeros, prende la compu y se pone a resolver los temas del trabajo Al finalizar la jornada, vuelve a su casa y decide ponerse a limpiar y esta lipiando los vidrios supongo de un balcon, con un cepillo de goma Despues decide tomarse un descanso, y entonces prende la play 4, q la noche anterior habia descargado dos juegos, uno de carreras y el otro de aventuras y quiere probarlos Finalmente se aburre entonces se prepara un te.. de menta… no, un te verde, y se pone a leer.
L39NH;Mostraba a alguien que le sonaba el despertador , se levantaba iba a desayunar ponia el agua para el mate a las 8 de la mañana salia para su trabajo, en la cuadra habia un solo auto en frente, el edificio de enfrente tenia la bandera de la UE, camina hasta la est de tren en caballito, camina 5 cuadras. una vez que llega alli se va hasta el fondo del anden, sube al vagón, dice cuanto tarda pero no recuerdo y llega al trabajo que era en palermo. Esta en el trabajo y a eso de las 6 de la tarde, llegaba a las 9 al trabajo y a las 6 salia de trabajar, creo que iba a tomar algo… y ya no recuerdo mas. Que terrible . Comia dos tostadas.
L39NH;Se ve la imagen de una cama de madera rustica una hab muy luminosa, 7 y 30 se despierta, va a levantarse, desayuna tostadas, se prepara un cafe creo que con dos tostadas con mermelada de frutilla, en su departamento de la calle charcas en palermo Despues va a la estacion de subte, ceo q ministro carranza, ah dice que toma un bolso y se dirige la estacion de subte y se dirige a su trabajo en la zona de recoleta, 8 y media llega a la oficina recuerda que tiene que contestar los correos que quedaron pendientes, se pone a trabajar, tiene una reunion de trabajo, justamente porque van a el lanzamiento de toallas femeninas, lo charla con la jefa Despues de esa reunion almuerza con una comida que ha pedido por delivery y los correos los respondio cuando llego, cuando termina su horario laboral hace una compra en el supermercado compra verduras y lácteos y paga en efectivo, cuando llega a su dpto acomoda la compra muestra la imagen de la cocina con los prod sobre la mesada de una isla, se cambia se pone ropa deportiva, sale a hacer su entrenamiento que siempre hace el mismo recorrido durante 40 min. se la ve corriendo delante de un edificio vidriado, luego regresa a su hogar porque tiene una cita que arreglo por tinder, se cambia para ir a la cita en el centro, se sienta en la barra esperando que llegue la persona con la q se cito. Despues regresa a su hogar, revisa las redes sociales, el cel, y al cabo de media hs se duerme.
L39NH;Era el video de una chica, que se levantaba para ir a trabajar, iba en subte no en tren, cuando llegaba recordaba que tenia varios mails para responder, despues tuvo reunion de trabajo, despues trabajaba hasta las seis de la tarde, despues tenia un encuentro con alguien que habia conocido de forma virtual, que no habia resultado muy optimo porque vuelve a su casa sola, se había quedado conectada por redes, habia revisado las cosas que tenia pendientes, despues se quedo mirando algo en la tele o en la compu hasta que finalmente se habia dormido CReo que iba a la estacion carrasco, es la B pero no conozco
L40H;Despues de una noche tranquila federico se despierta en su casa de la calle bacacay en el barrio de caballito Se levanta abre su ropero, ve que se podia poner y tenia dos camisas, una azul a cuadros y otra a rayas En realidad despues se pone una remera negra Se levanta va al baño a higienizarse, se peina se echa gel , se lava la cara los dientes y despues va a la cocina a prepararse el desayuno se prepara un mate y dos panes con manteca y dulce Alrededor de las 8 de la mañana agarra su  bolso ysale a la calle camina 5 cuadras para ir a tomar el tren en la est de caballito que lo va a llevar a su trabajo Cuando llega al trabajo prende la compu, se hace un cafe saluda a sus amigos Cuando termina va a su casa y decide que va a limpiar el patio, el tiene una remera celeste Y después decide que va a jugar, la noche anterior se habia bajado dos juegos de la play 4 , una de combate y una de aventuras. Esta un rato pero se aburre entonces decide sentarse frente a una ventana deja de jugar y se pone a leer un libro.
L40H;La historia de un muchacho federico, vive en un depto en la calle bacacay, se despierta para ir a trabajar Abre el guardarropa para ver que se va a poner, se fija dos camisas,a rayas y una a cuadros, luego se levanta, se ve la ropa colgada, va al baño a higienizarse, se hecha gel en el pelo, se lava la cara y los dientes, y se ve el baño, y se va a la cocina a desayunar, se prepara un mate y dos panes con manteca y dulce de leche Se va a trabajar, tiene que caminar 5 cuadras a la estacion de tren de caballito, cuando va a salir agarra su bolso y se va hacia la entrada de su casa, tenia puesta una remera negra, ninguna de la camisas llega a su trabajo y prende ela compu se hace un cafe, se ve la compu, salud a sus compañeros, termina vuelve a su casa, creo que la distancia era de 15 min, vuelve a su casa y decide arreglar su jardin y se lo ve echando agua o algo asi, decide que va a jugar a la play 4 porque compro dos juegos nuevos la noche anterior, uno de combate y otro de aventuras, despues de un rato se aburre, se sienta frente a la ventana a leer un libro.
L40H;Juana se levanta a las siete y media en su depto de la calle Charcas de Palermo Se prepara un desayuno, cafe con leche con dos pan con manteca y dulce de frutilla Agarra sus cosas sale de su casa se va al trabajo Va a tomar el subte de la estacion carranza y va a su trabajo que queda en Recoleta, el subte D Cuando llega a la oficina prepara un cafe, primero hace unos llamados, a proveedores y diseñador gráfico, se hace un cafe y comienza a trabajar en la pc respondiendo unos mails Luego se reune con su jefa Al mediodia tiene una reunion, xq estan por lanzar un nuevo producto que son toallas femeninas lady soft DEspués de eso se pide su almuerzo y almuerza en el descanso Cuando sale del trabajo va al super y compra verduras, lacteos y otras cosas que necesita y paga en efectivo Llega a su hogar, guarda todo y se pone ropa deportiva para empezar su entrenamiento diario. Ahi toma una botella de agua, lo que sige de algo de musica, no escuche bien, sale el mismo recorrido siempre, 40 min Regresa a su casa, se ducha y se viste para salir tiene una cita que arregló por tinder Ahi se sienta en la barra a esperar que llegue la persona que esta en el bar en la calle tacuari A la medianoche regresa a su casa, se pone a leer el libro el psicoanalista, luego se dispone a dormir
L40H;Juanita, se despierta 7 y media de la mañana en su depto en la calle charcas del barrio de palermo, se hace un desayuno que es un cafe con leche con dos panes con manteca y dulce de frutilla. Toma sus cosas y se va a trabajar va al subte D, a la parada Carranza  para ir a su trabajo que queda en Recoleta Cuando llega lo primero que hace es contestar llamados por teléfono a un proveedor y a un diseñador grafico, se hace un cafe y 8 y media comienza a contesta correos electronicos Tiene una reunion con su jefa y al mediodia tiene una reunion con el equipo para lanzar un producto una toalla femenina que es lady soft. Decide almorzar en su trabajo y pide algo por delivery, cuando sale del trabajo va al super y compra lacteos, vegetales y otras cosas q necesita y paga en efectivo. Cuando vuelve al lugar guarda todo, y se cambia se pone ropa deportiva, toma una botella de agua y algo para escuchar musica y sale a su recorrido, siempre el mismo 40 min por el barrio Cuando vuelve se ducha y se prepara para ir a una cita que arreglo por tinder en un cafe en la calle tacuari Cuando llega va hacia la barra y espera a su cita A las 12 de la noche vuelve a su casa, se pone a leer un libro el psicoanalista y despues de media hs se dispone a dormir
L41NH;Federico se levanta se ve su habitación, y luego va hacia su placard, tiene que elegir entre dos opciones para vestirse, una camisa azul a rayas y otra a cuadros, elige la de cuadros, se va al baño, se lava la cara los dientes, se higieniza. Vive en la calle Bacacay, en Caballito De ahi, se dirige a la cocina, , desayuna mate dos tostadas con queso  untable. De ahi sale de su casa es un dia húmedo, se va a tomar el tren en la estación caballito, espera quince minutos en el anden y se va a la oficina que queda en la calle saavedra saluda a sus compañeros, se hace un cafe, prende la computadora y empieza a atender el telefono. Vuelve a su casa en subte, se pone a limpiar los vidrios,se aburre y se va a jugar la play que tiene unos  juegos que se descargó, uno de carreras y otro de aventuras. Luego como se aburre se pone frente a la ventana a leer un libro
L41NH;La historia es sobre Federico, que se despertaba, a las siete y media, se veia la imagen de la habitación. Iba al baño, se peinaba con gel, se lavaba los dientes, y de ahi se iba a tomar el desayuno. La imagen del baño es todo blanco, con detalles naranjas. Luego iba a la cocina y se preparaba dos tostadas con queso untable  De ahi el se va al trabajo queda en la calle  Saavedra. Saluda a los compañeros, trabaja y vuelve en subte vive en caballito la calle bacacay,. Llega a su casa, limpia creo que el balcón. Me acuerdo que iba en tren , se veia la estación, y vuelve en subte y bueno se acosto a dormir.
L41NH;Juana vive en el cuarto piso en un departamento en Palermo, se levanta toma un cafe y dos tostadas con queso y mermelada de frutilla. Se la ve a ella, sentada con una taza en la mano Va hacia a su trabajo se toma el subte de la linea D de la estacion carranza Llega a la oficina, y aproximadamente a las  8 y 30 empieza a revisar los mails. Despues de eso, tiene una reunion con la jefa y compañeros del trabajo por un nuevo proyecto de unas toallitas . En la reunion hay muchas personas. Revisa unos mails antes de tener una charla con la jefa. En la hora del almuerzo pide un delivery y lo come en la hora del descanso Se va vuelve a su casa del trabajo y se pone a hacer se saca la ropa y se pone ropa deportiva para hacer su rutina diaria Sale a correr por el barrio 40 min hace Despues tiene una cita que arreglo por tinder en la calle tacuari en un barcito en el centro se sienta en la barra a esperar a su cita, vuelve a su casa a la medianoche se acuesta lee el psicoanalista y despues se pone a revisar las redes y se queda dormida
L41NH;Juana vivia en la calle Charcas, en Palermo, en el cuarto piso. Se levanta, para ir a trabajar siete y media , toma café , se la ve sentada desayunando se va en subte para ir hasta la estación Carranza, en donde trabaja. Tiene una reunión con compañeros, después comienza a trabajar, tiene una reunión por el lanzamiento de un producto de si toallitas higienicas o algo asi. Cuando sale del trabajo, compra en el super,  regresa a la casa por la tarde y sale a correr, Luego se ve la imagen de un bar, no recuerdo que hace. Vuelve a su casa, revisa las redes sociales, y se acuesta a dormir,tardando media hs en conciliar el sueño.
